Package Name;App Version Code;App Version Name;Reviewer Language;Device;Review Submit Date and Time;Review Submit Millis Since Epoch;Review Last Update Date and Time;Review Last Update Millis Since Epoch;Star Rating;Review Title;Review Text;Developer Reply Date and Time;Developer Reply Millis Since Epoch;Developer Reply Text;Review Link;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;surya;2021-08-24T08:13:42Z;1,63E+17;2021-08-24T08:13:42Z;1,63E+17;5;;gilaa keren banget aplikasi ini mantap;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHybVnbjyIxsqEdQXx2B_mrijE6yzK57ixI9kLdr7lBHViobWk7V_LMDu6mRp4UuGrH3i062UFTits9&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;en;1904;2021-08-24T10:12:20Z;1,63E+16;2021-08-24T10:12:20Z;1,63E+16;5;;This really insighful aplication to create better education;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOG7dKPaFFWfNvP2MfjpmH8dNGWQ_AR59x14o8-EGwHpv92AsPCMInEj5ShwN5JLmU5h8UMsyHDlzrjo&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;en;RMX2180;2021-08-25T07:25:06Z;1,63E+17;2021-08-25T07:25:06Z;1,63E+17;5;;Very good educational content for everyone to upskill themselves in this era;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHLI3woOlmtxV-6mRxN95BJXo3MFYlH2XN9vMn0mAelPJESHovWrIoaBAAVOx1c89iqVIHf5CTFUEya&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;a51;2021-08-25T15:04:00Z;1,63E+16;2021-08-25T15:04:00Z;1,63E+16;5;;"""Baru kali ini belajar AI dan Machine learning melalui aplikasi"; ternyata seenak itu. Mudah makenya; bisa belajar dimana saja hanya pake hp. Dan yang pasti menggunakan bhs indonesia. Ada banyak fitur dari course online; ujian; AI simulator; quiz;" dan yang penting ada forum diskusinya. Lengkap. Sangat membantu buat aku sebagai data enthusiast""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGn1avUf_u-rVS4EJO5LfE2BU0IlRW8cXQEc3fXiDXCfrLV6m2CtZIZZ1fqV9s7Xp1OnhOqlWwZ-Bnj&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy;65;2.0.0.6;id;a70q;2021-08-25T15:14:08Z;1,63E+16;2021-08-25T15:14:08Z;1,63E+16;5;;"""Aplikasi yang sangat berguna bagi semua kalangan untuk belajar data baik science"; microsoft excel; kecerdasan artifisial; dan Teknologi Informasi. Dilengkapi dengan silabus yang menarik sehingga kita dapat emmpelajarinya dengan mudah. Dan ada workshop nya juga. Dan tentunya juga ada fitur tugas sehingga kita dapat mengasah seberapa jauh kemampuan dan ilmu yang kita dapat. Ada fitur diskusi jugaa;" sehingga kita dapat berdiskusi terkait materi jika ada yang tidak paham""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEPIfoQfOioebaxKNPbeD-NvRg5Fb4oUrVEjR2waYjLin85NBW5aHsn4vYLeaqWyx5acSVUQPw8CxZr&corpus=PUBLIC_REVIEWS;;
com.pos.bisaaiacademy;65;2.0.0.6;en;a20;2021-08-25T15:52:49Z;1,63E+17;2021-08-25T15:52:49Z;1,63E+17;5;;baguss app nyaaa;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHzl_UPBz9UJoe5P9_spkNhFJibrfqmMphbH3WwUmIuwiucHW5v0e8yNdQIWIK30kcU92mgzLPcRulo&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;1606;2021-08-25T15:47:43Z;1,63E+17;2021-08-25T15:58:46Z;1,63E+17;5;;"""Aplikasi sangat bagus dan membantu banyak orang baik pemula atau professional untuk mempelajari data science";" Kecerdasan artificial dan teknologi informasi. Selain itu disini juga banyak course gratis yang dapat dicoba =Ø	Þ""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFyxSsEqLkAU19XjD8JKZF2OmH02OBcbSI6M8QI2g2Lqt23--zo6MRrJdQvV1A956JMnXw_zZigMKFU&corpus=PUBLIC_REVIEWS;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;en;x1s;2021-08-25T16:11:10Z;1,63E+17;2021-08-25T16:11:10Z;1,63E+17;5;;Great learning app=ØMÜ easy to use;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGA7FhmTjPrB8jrmIQhtYSxlVdWcjpfDYXYYWrgNsfC9oYHw0cZfOWoBBgDSxPgF9B1_KgNCVw00aoO&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;on7xelte;2021-08-25T16:44:01Z;1,63E+17;2021-08-25T16:44:01Z;1,63E+17;5;;Sangat memudahkan mahasiswa untuk menambah pengetahuan selain itu juga menyediakan berbagai opportunity baik dalam akademik atau non akademik;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEi4Nv5exF0m7BLTNplfaDczqJ5R05i15VwFLqpmONq9WMRHk_R9fZjB1SvaVzeR4a6mIxYmevB3Aqe&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;CPH1823;2021-08-25T17:14:38Z;1,63E+17;2021-08-25T17:14:38Z;1,63E+17;5;;Bisa AI sangat interaktif dalam memberikan pembelajaran terutama buat yang masih pemula seperti saya;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEzQdrHDvWhJAdWUS9z_qZl57CcygekOyUuLGq4X41UD7a0ThkmJLF4slPqTqXgB6WnEf7mfrNqtI4o&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;1938;2021-08-26T01:47:52Z;1,63E+17;2021-08-26T01:47:52Z;1,63E+17;5;;Course yang membantu sekali untuk belajar teknologi dan menunjang pengetahuan bagi mahasiswa;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOE-RxJw7l9IsvWn9L3op0DJqTdWDPFWfKof8zIII7uPAg0kh7nJOe1e8rhWdnE44nOzdSVg1qfmDpCK&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;CPH1909;2021-08-26T03:24:16Z;1,63E+17;2021-08-26T03:24:16Z;1,63E+17;5;;"""Aplikasi BISA AI sangat rekomendasi bagi mahasiswa atau pengguna umum untuk meningkatkan skill ataupun pengetahuan. Di aplikasi ini pun tersedia berbagai macam course gratis maupun berbayar"; mudah digunakan;" serta materi yang disampaikan pun mudah untuk dipahami.""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFUiCTW5z8lKdhnwvzhYPhGYPA_LW2IAdFfR73-p1AXNsrJ2VRwBtrKybmwDIGOVCYDyz_jNP5-3dJA&corpus=PUBLIC_REVIEWS;;;;
